First_Name,Last_Name,Full_Name,GPA,Major,Relevant_Courses,Skills,Certifications,Previous_Experience,Preferred_Industry,Extracurriculars,Predicted_Job_Role
Aiden,Jones,Aiden Jones,3.67,Finance,"['Risk Management', 'Accounting']","['Risk Management', 'Network Security', 'Cloud Computing']",['Google Data Analytics'],3,Education,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.84,Business Analytics,"['Predictive Analytics', 'SQL']","['Python', 'Risk Management', 'Data Analysis']",['CFA Level 1'],2,Finance,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.13,Business Analytics,"['Data Analytics', 'SQL']","['Data Analysis', 'Java', 'Risk Management']",['CFA Level 1'],2,Healthcare,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Ava,Garcia,Ava Garcia,3.94,Computer Science,"['Operating Systems', 'Data Structures']","['Java', 'Network Security', 'Cloud Computing']",['PMP'],0,Education,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,2.77,Finance,"['Risk Management', 'Financial Modeling']","['Network Security', 'SQL', 'Python']",['Google Data Analytics'],0,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,2.88,Software Engineering,"['Cloud Computing', 'Databases']","['Network Security', 'Machine Learning', 'Financial Analysis']",['PMP'],1,Tech,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.29,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Financial Analysis', 'SQL', 'Data Analysis']",['Certified Ethical Hacker'],2,Finance,"['Finance Club', 'Student Government']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.4,Cybersecurity,"['Cryptography', 'Cyber Law']","['Network Security', 'Financial Analysis', 'SQL']",['AWS Certified'],0,Finance,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.35,Business Analytics,"['SQL', 'Business Intelligence']","['Risk Management', 'Java', 'Financial Analysis']",['Certified Ethical Hacker'],2,Tech,"['Research Assistant', 'Hackathons']",Financial Analyst Intern
Amelia,Thomas,Amelia Thomas,3.09,Data Analytics,"['Statistics', 'Python for Data Science']","['C++', 'Machine Learning', 'Risk Management']",['CFA Level 1'],0,Finance,"['Coding Club', 'Hackathons']",Data Analyst Intern
James,Hernandez,James Hernandez,3.08,Software Engineering,"['Cloud Computing', 'Software Development']","['SQL', 'Data Analysis', 'C++']",['Certified Ethical Hacker'],3,Education,"['Coding Club', 'Student Government']",Data Analyst Intern
Harper,Moore,Harper Moore,3.54,Software Engineering,"['Software Development', 'DevOps']","['Machine Learning', 'C++', 'Data Analysis']",['CFA Level 1'],1,Government,"['Research Assistant', 'Student Government']",Data Analyst Intern
Alexander,Martin,Alexander Martin,3.89,Cybersecurity,"['Network Security', 'Cyber Law']","['Network Security', 'Financial Analysis', 'Python']",['CFA Level 1'],0,Finance,"['Student Government', 'Research Assistant']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3.18,Business Analytics,"['Data Analytics', 'Business Intelligence']","['Java', 'SQL', 'Risk Management']",['CFA Level 1'],1,Tech,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.54,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Network Security', 'C++', 'Financial Analysis']",['PMP'],3,Tech,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Abigail,White,Abigail White,3.49,Business Analytics,"['SQL', 'Data Analytics']","['Cloud Computing', 'Financial Analysis', 'Python']",['Google Data Analytics'],1,Healthcare,"['Hackathons', 'Student Government']",Financial Analyst Intern
Liam,Smith,Liam Smith,3.48,Computer Science,"['Operating Systems', 'Data Structures']","['Data Analysis', 'Financial Analysis', 'Python']",['Certified Ethical Hacker'],2,Finance,"['Finance Club', 'Coding Club']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.43,Software Engineering,"['Software Development', 'Databases']","['C++', 'Financial Analysis', 'Machine Learning']",['AWS Certified'],0,Healthcare,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Noah,Brown,Noah Brown,3.82,Software Engineering,"['DevOps', 'Cloud Computing']","['Machine Learning', 'Python', 'Data Analysis']",['Certified Ethical Hacker'],1,Healthcare,"['Student Government', 'Coding Club']",Data Analyst Intern
Olivia,Williams,Olivia Williams,2.74,Data Analytics,"['Big Data', 'Data Visualization']","['Network Security', 'C++', 'Cloud Computing']",['CFA Level 1'],0,Finance,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.52,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Cloud Computing', 'Data Analysis', 'Financial Analysis']",['Certified Ethical Hacker'],1,Government,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Sophia,Miller,Sophia Miller,2.78,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Financial Analysis', 'Network Security', 'Java']",['PMP'],1,Government,"['Hackathons', 'Student Government']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,3.05,Cybersecurity,"['Ethical Hacking', 'Cyber Law']","['SQL', 'Financial Analysis', 'Network Security']",['Google Data Analytics'],2,Education,"['Student Government', 'Research Assistant']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,2.91,Software Engineering,"['DevOps', 'Cloud Computing']","['Java', 'C++', 'Python']",['CFA Level 1'],2,Healthcare,"['Student Government', 'Coding Club']",Software Engineering Intern
Lucas,Rodriguez,Lucas Rodriguez,3.73,Data Analytics,"['Statistics', 'Data Visualization']","['C++', 'Data Analysis', 'Java']",['Certified Ethical Hacker'],1,Finance,"['Hackathons', 'Finance Club']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.22,Finance,"['Financial Modeling', 'Accounting']","['Data Analysis', 'Cloud Computing', 'C++']",['AWS Certified'],0,Tech,"['Coding Club', 'Student Government']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.89,Software Engineering,"['Software Development', 'DevOps']","['Data Analysis', 'Machine Learning', 'Cloud Computing']",['CFA Level 1'],0,Education,"['Coding Club', 'Finance Club']",Data Analyst Intern
Mia,Anderson,Mia Anderson,3.76,Cybersecurity,"['Network Security', 'Cryptography']","['Python', 'Cloud Computing', 'Network Security']",['CFA Level 1'],1,Finance,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,2.92,Data Analytics,"['Big Data', 'Python for Data Science']","['Machine Learning', 'Risk Management', 'Java']",['Google Data Analytics'],3,Education,"['Coding Club', 'Student Government']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,3.54,Finance,"['Investment Analysis', 'Accounting']","['SQL', 'Java', 'C++']",['Certified Ethical Hacker'],2,Finance,"['Research Assistant', 'Student Government']",Software Engineering Intern
James,Hernandez,James Hernandez,2.83,Cybersecurity,"['Ethical Hacking', 'Cryptography']","['Financial Analysis', 'Java', 'Machine Learning']",['AWS Certified'],0,Education,"['Coding Club', 'Student Government']",Data Analyst Intern
Harper,Moore,Harper Moore,2.92,Software Engineering,"['DevOps', 'Cloud Computing']","['Data Analysis', 'Machine Learning', 'C++']",['AWS Certified'],1,Tech,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Alexander,Martin,Alexander Martin,3.49,Computer Science,"['Data Structures', 'Machine Learning']","['C++', 'Java', 'Financial Analysis']",['AWS Certified'],0,Government,"['Coding Club', 'Student Government']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.57,Business Analytics,"['SQL', 'Predictive Analytics']","['C++', 'Cloud Computing', 'Financial Analysis']",['Google Data Analytics'],0,Healthcare,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.69,Finance,"['Risk Management', 'Investment Analysis']","['Data Analysis', 'Machine Learning', 'Risk Management']",['CFA Level 1'],1,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Abigail,White,Abigail White,3.86,Data Analytics,"['Python for Data Science', 'Statistics']","['C++', 'Python', 'Network Security']",['AWS Certified'],3,Finance,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Liam,Smith,Liam Smith,3.79,Software Engineering,"['Cloud Computing', 'Software Development']","['Machine Learning', 'Data Analysis', 'SQL']",['PMP'],0,Tech,"['Finance Club', 'Hackathons']",Data Analyst Intern
Emma,Johnson,Emma Johnson,2.65,Computer Science,"['Machine Learning', 'Data Structures']","['Risk Management', 'C++', 'Java']",['Certified Ethical Hacker'],0,Finance,"['Hackathons', 'Student Government']",Financial Analyst Intern
Noah,Brown,Noah Brown,3.58,Cybersecurity,"['Cryptography', 'Cyber Law']","['Machine Learning', 'Java', 'Risk Management']",['PMP'],1,Healthcare,"['Finance Club', 'Student Government']",Data Analyst Intern
Olivia,Williams,Olivia Williams,2.69,Finance,"['Accounting', 'Investment Analysis']","['Cloud Computing', 'Python', 'Network Security']",['CFA Level 1'],0,Finance,"['Hackathons', 'Finance Club']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.2,Business Analytics,"['SQL', 'Business Intelligence']","['Data Analysis', 'Machine Learning', 'Network Security']",['Google Data Analytics'],2,Healthcare,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,3.26,Cybersecurity,"['Cryptography', 'Network Security']","['Java', 'Machine Learning', 'SQL']",['Google Data Analytics'],2,Education,"['Coding Club', 'Finance Club']",Data Analyst Intern
Jackson,Davis,Jackson Davis,2.67,Cybersecurity,"['Network Security', 'Cyber Law']","['Risk Management', 'Cloud Computing', 'Java']",['Google Data Analytics'],3,Healthcare,"['Finance Club', 'Hackathons']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,2.77,Finance,"['Accounting', 'Investment Analysis']","['Data Analysis', 'Python', 'Java']",['Certified Ethical Hacker'],2,Tech,"['Student Government', 'Research Assistant']",Data Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.83,Software Engineering,"['Cloud Computing', 'DevOps']","['Python', 'Risk Management', 'Data Analysis']",['AWS Certified'],2,Government,"['Research Assistant', 'Finance Club']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,3.42,Data Analytics,"['Python for Data Science', 'Statistics']","['Java', 'Data Analysis', 'Python']",['AWS Certified'],2,Government,"['Coding Club', 'Hackathons']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.03,Finance,"['Accounting', 'Risk Management']","['Network Security', 'Java', 'Financial Analysis']",['PMP'],1,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Mia,Anderson,Mia Anderson,3.69,Software Engineering,"['Software Development', 'DevOps']","['Java', 'C++', 'Data Analysis']",['AWS Certified'],2,Healthcare,"['Finance Club', 'Student Government']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,2.91,Business Analytics,"['SQL', 'Data Analytics']","['C++', 'Financial Analysis', 'Data Analysis']",['CFA Level 1'],2,Education,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Amelia,Thomas,Amelia Thomas,2.59,Cybersecurity,"['Network Security', 'Ethical Hacking']","['C++', 'SQL', 'Cloud Computing']",['Google Data Analytics'],3,Government,"['Finance Club', 'Coding Club']",Software Engineering Intern
James,Hernandez,James Hernandez,2.69,Business Analytics,"['SQL', 'Predictive Analytics']","['C++', 'Python', 'Network Security']",['Certified Ethical Hacker'],3,Education,"['Finance Club', 'Hackathons']",Cybersecurity Intern
Harper,Moore,Harper Moore,3.29,Computer Science,"['Machine Learning', 'Algorithms']","['SQL', 'Cloud Computing', 'Financial Analysis']",['Certified Ethical Hacker'],2,Finance,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Alexander,Martin,Alexander Martin,3.15,Finance,"['Accounting', 'Risk Management']","['Network Security', 'SQL', 'Cloud Computing']",['Google Data Analytics'],0,Education,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,2.9,Computer Science,"['Data Structures', 'Algorithms']","['Python', 'C++', 'Java']",['PMP'],0,Finance,"['Coding Club', 'Student Government']",Software Engineering Intern
Benjamin,Thompson,Benjamin Thompson,2.87,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Network Security', 'Cloud Computing', 'C++']",['Google Data Analytics'],1,Tech,"['Student Government', 'Coding Club']",Cybersecurity Intern
Abigail,White,Abigail White,2.66,Business Analytics,"['SQL', 'Predictive Analytics']","['Python', 'Machine Learning', 'Java']",['Certified Ethical Hacker'],0,Education,"['Coding Club', 'Finance Club']",Data Analyst Intern
Liam,Smith,Liam Smith,2.8,Cybersecurity,"['Network Security', 'Cyber Law']","['Machine Learning', 'Network Security', 'SQL']",['AWS Certified'],0,Education,"['Student Government', 'Hackathons']",Cybersecurity Intern
Emma,Johnson,Emma Johnson,2.59,Software Engineering,"['Cloud Computing', 'DevOps']","['Financial Analysis', 'Network Security', 'C++']",['PMP'],1,Healthcare,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Noah,Brown,Noah Brown,3.57,Software Engineering,"['Software Development', 'Databases']","['Python', 'Machine Learning', 'SQL']",['Certified Ethical Hacker'],2,Healthcare,"['Finance Club', 'Coding Club']",Data Analyst Intern
Olivia,Williams,Olivia Williams,3.03,Computer Science,"['Machine Learning', 'Data Structures']","['Financial Analysis', 'Python', 'Java']",['Google Data Analytics'],1,Tech,"['Coding Club', 'Student Government']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,2.51,Data Analytics,"['Python for Data Science', 'Big Data']","['Python', 'Machine Learning', 'C++']",['AWS Certified'],0,Healthcare,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.15,Data Analytics,"['Data Visualization', 'Big Data']","['Java', 'Network Security', 'Cloud Computing']",['CFA Level 1'],3,Healthcare,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Jackson,Davis,Jackson Davis,2.59,Business Analytics,"['SQL', 'Data Analytics']","['C++', 'Python', 'Machine Learning']",['Google Data Analytics'],0,Education,"['Coding Club', 'Hackathons']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.95,Data Analytics,"['Data Visualization', 'Python for Data Science']","['C++', 'Network Security', 'SQL']",['PMP'],1,Government,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Lucas,Rodriguez,Lucas Rodriguez,3.53,Computer Science,"['Algorithms', 'Machine Learning']","['Risk Management', 'Financial Analysis', 'Data Analysis']",['AWS Certified'],0,Tech,"['Research Assistant', 'Student Government']",Data Analyst Intern
Isabella,Wilson,Isabella Wilson,2.68,Data Analytics,"['Big Data', 'Statistics']","['Machine Learning', 'Data Analysis', 'Cloud Computing']",['Certified Ethical Hacker'],1,Government,"['Student Government', 'Coding Club']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.11,Finance,"['Investment Analysis', 'Accounting']","['Financial Analysis', 'Risk Management', 'Java']",['PMP'],0,Government,"['Research Assistant', 'Coding Club']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,2.69,Data Analytics,"['Big Data', 'Statistics']","['Network Security', 'Machine Learning', 'Java']",['Certified Ethical Hacker'],0,Government,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Ethan,Taylor,Ethan Taylor,3.9,Finance,"['Accounting', 'Financial Modeling']","['Java', 'Cloud Computing', 'C++']",['AWS Certified'],3,Education,"['Finance Club', 'Student Government']",Software Engineering Intern
Amelia,Thomas,Amelia Thomas,3.75,Finance,"['Risk Management', 'Financial Modeling']","['Machine Learning', 'C++', 'Risk Management']",['CFA Level 1'],2,Tech,"['Student Government', 'Hackathons']",Data Analyst Intern
James,Hernandez,James Hernandez,3.71,Business Analytics,"['SQL', 'Predictive Analytics']","['Financial Analysis', 'Java', 'Machine Learning']",['Google Data Analytics'],2,Government,"['Student Government', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.56,Data Analytics,"['Python for Data Science', 'Statistics']","['Network Security', 'Python', 'Java']",['Certified Ethical Hacker'],1,Education,"['Finance Club', 'Coding Club']",Cybersecurity Intern
Alexander,Martin,Alexander Martin,2.82,Computer Science,"['Data Structures', 'Algorithms']","['C++', 'Cloud Computing', 'Financial Analysis']",['PMP'],1,Education,"['Research Assistant', 'Finance Club']",Financial Analyst Intern
Evelyn,Jackson,Evelyn Jackson,2.51,Cybersecurity,"['Cyber Law', 'Cryptography']","['Network Security', 'Financial Analysis', 'Java']",['AWS Certified'],2,Tech,"['Hackathons', 'Research Assistant']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,2.92,Business Analytics,"['Predictive Analytics', 'SQL']","['Machine Learning', 'SQL', 'Data Analysis']",['CFA Level 1'],1,Education,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Abigail,White,Abigail White,3.89,Business Analytics,"['Data Analytics', 'Predictive Analytics']","['Network Security', 'Cloud Computing', 'SQL']",['Google Data Analytics'],1,Education,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Liam,Smith,Liam Smith,2.58,Data Analytics,"['Big Data', 'Python for Data Science']","['Data Analysis', 'Risk Management', 'SQL']",['PMP'],1,Healthcare,"['Coding Club', 'Hackathons']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.02,Business Analytics,"['Business Intelligence', 'SQL']","['Data Analysis', 'Machine Learning', 'SQL']",['Google Data Analytics'],3,Finance,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Noah,Brown,Noah Brown,2.97,Finance,"['Investment Analysis', 'Accounting']","['Network Security', 'Financial Analysis', 'Risk Management']",['Certified Ethical Hacker'],2,Government,"['Hackathons', 'Coding Club']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.95,Business Analytics,"['Predictive Analytics', 'SQL']","['Financial Analysis', 'Java', 'Network Security']",['PMP'],2,Healthcare,"['Student Government', 'Hackathons']",Cybersecurity Intern
Aiden,Jones,Aiden Jones,3.92,Data Analytics,"['Python for Data Science', 'Data Visualization']","['Data Analysis', 'Financial Analysis', 'Risk Management']",['Google Data Analytics'],1,Tech,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.52,Business Analytics,"['Data Analytics', 'SQL']","['Data Analysis', 'C++', 'SQL']",['CFA Level 1'],2,Finance,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.29,Data Analytics,"['Big Data', 'Statistics']","['Python', 'Machine Learning', 'Cloud Computing']",['AWS Certified'],3,Tech,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Ava,Garcia,Ava Garcia,2.63,Business Analytics,"['Data Analytics', 'SQL']","['Financial Analysis', 'Python', 'Java']",['PMP'],0,Tech,"['Coding Club', 'Research Assistant']",Financial Analyst Intern
Lucas,Rodriguez,Lucas Rodriguez,3.44,Finance,"['Accounting', 'Financial Modeling']","['Financial Analysis', 'Data Analysis', 'Network Security']",['PMP'],2,Education,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Isabella,Wilson,Isabella Wilson,3.24,Software Engineering,"['Cloud Computing', 'Databases']","['Java', 'SQL', 'Network Security']",['Certified Ethical Hacker'],3,Education,"['Research Assistant', 'Hackathons']",Cybersecurity Intern
Mason,Martinez,Mason Martinez,3.5,Business Analytics,"['Data Analytics', 'SQL']","['C++', 'Java', 'Financial Analysis']",['AWS Certified'],1,Tech,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Mia,Anderson,Mia Anderson,3.79,Cybersecurity,"['Cyber Law', 'Cryptography']","['Java', 'Risk Management', 'Data Analysis']",['CFA Level 1'],0,Tech,"['Coding Club', 'Finance Club']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,3.57,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Java', 'Data Analysis', 'Network Security']",['CFA Level 1'],3,Government,"['Coding Club', 'Hackathons']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.48,Computer Science,"['Operating Systems', 'Machine Learning']","['C++', 'Financial Analysis', 'Data Analysis']",['CFA Level 1'],0,Finance,"['Hackathons', 'Student Government']",Data Analyst Intern
James,Hernandez,James Hernandez,3.41,Software Engineering,"['Software Development', 'Databases']","['Risk Management', 'C++', 'Network Security']",['AWS Certified'],0,Finance,"['Research Assistant', 'Coding Club']",Cybersecurity Intern
Harper,Moore,Harper Moore,3.71,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Java', 'C++', 'Machine Learning']",['CFA Level 1'],2,Government,"['Coding Club', 'Student Government']",Data Analyst Intern
Alexander,Martin,Alexander Martin,3.89,Cybersecurity,"['Network Security', 'Cyber Law']","['SQL', 'Risk Management', 'Network Security']",['Google Data Analytics'],1,Education,"['Coding Club', 'Student Government']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,2.54,Cybersecurity,"['Network Security', 'Cyber Law']","['Network Security', 'Machine Learning', 'Data Analysis']",['CFA Level 1'],2,Finance,"['Finance Club', 'Student Government']",Cybersecurity Intern
Benjamin,Thompson,Benjamin Thompson,3.23,Business Analytics,"['Predictive Analytics', 'SQL']","['SQL', 'Java', 'Python']",['CFA Level 1'],0,Education,"['Coding Club', 'Research Assistant']",Software Engineering Intern
Abigail,White,Abigail White,3.92,Computer Science,"['Algorithms', 'Machine Learning']","['Data Analysis', 'Machine Learning', 'Risk Management']",['Google Data Analytics'],1,Tech,"['Finance Club', 'Coding Club']",Data Analyst Intern
Liam,Smith,Liam Smith,3.99,Business Analytics,"['Business Intelligence', 'Data Analytics']","['Machine Learning', 'C++', 'Financial Analysis']",['Certified Ethical Hacker'],2,Finance,"['Research Assistant', 'Student Government']",Data Analyst Intern
Emma,Johnson,Emma Johnson,3.93,Computer Science,"['Operating Systems', 'Machine Learning']","['Cloud Computing', 'SQL', 'C++']",['AWS Certified'],3,Education,"['Finance Club', 'Coding Club']",Software Engineering Intern
Noah,Brown,Noah Brown,3.63,Finance,"['Financial Modeling', 'Accounting']","['Financial Analysis', 'SQL', 'Java']",['PMP'],0,Education,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Olivia,Williams,Olivia Williams,3.93,Business Analytics,"['Data Analytics', 'SQL']","['Cloud Computing', 'Financial Analysis', 'Python']",['Certified Ethical Hacker'],2,Education,"['Finance Club', 'Student Government']",Financial Analyst Intern
Aiden,Jones,Aiden Jones,3.1,Finance,"['Financial Modeling', 'Risk Management']","['C++', 'Machine Learning', 'Financial Analysis']",['Google Data Analytics'],0,Healthcare,"['Research Assistant', 'Student Government']",Data Analyst Intern
Sophia,Miller,Sophia Miller,3.65,Software Engineering,"['Databases', 'Cloud Computing']","['Cloud Computing', 'Data Analysis', 'SQL']",['Certified Ethical Hacker'],2,Education,"['Student Government', 'Coding Club']",Data Analyst Intern
Jackson,Davis,Jackson Davis,3.91,Software Engineering,"['Software Development', 'Cloud Computing']","['SQL', 'Risk Management', 'C++']",['PMP'],2,Tech,"['Finance Club', 'Research Assistant']",Financial Analyst Intern
Ava,Garcia,Ava Garcia,2.73,Data Analytics,"['Statistics', 'Data Visualization']","['Java', 'SQL', 'Python']",['PMP'],0,Education,"['Finance Club', 'Hackathons']",Software Engineering Intern
Lucas,Rodriguez,Lucas Rodriguez,3.49,Cybersecurity,"['Cryptography', 'Cyber Law']","['Java', 'Python', 'Financial Analysis']",['CFA Level 1'],3,Government,"['Research Assistant', 'Student Government']",Financial Analyst Intern
Isabella,Wilson,Isabella Wilson,3.42,Computer Science,"['Operating Systems', 'Machine Learning']","['Machine Learning', 'Data Analysis', 'Java']",['CFA Level 1'],1,Government,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Mason,Martinez,Mason Martinez,3.96,Computer Science,"['Algorithms', 'Machine Learning']","['Data Analysis', 'SQL', 'Machine Learning']",['PMP'],2,Tech,"['Student Government', 'Coding Club']",Data Analyst Intern
Mia,Anderson,Mia Anderson,2.56,Data Analytics,"['Statistics', 'Big Data']","['Risk Management', 'Java', 'Data Analysis']",['AWS Certified'],2,Education,"['Coding Club', 'Hackathons']",Data Analyst Intern
Ethan,Taylor,Ethan Taylor,2.84,Data Analytics,"['Big Data', 'Python for Data Science']","['Risk Management', 'Java', 'Network Security']",['Google Data Analytics'],0,Education,"['Finance Club', 'Research Assistant']",Cybersecurity Intern
Amelia,Thomas,Amelia Thomas,3.04,Business Analytics,"['Business Intelligence', 'Predictive Analytics']","['Data Analysis', 'Financial Analysis', 'Risk Management']",['PMP'],0,Finance,"['Coding Club', 'Hackathons']",Data Analyst Intern
James,Hernandez,James Hernandez,3.02,Cybersecurity,"['Network Security', 'Cyber Law']","['Java', 'SQL', 'Data Analysis']",['PMP'],1,Healthcare,"['Research Assistant', 'Coding Club']",Data Analyst Intern
Harper,Moore,Harper Moore,3.49,Software Engineering,"['Databases', 'Software Development']","['Python', 'Machine Learning', 'Java']",['Certified Ethical Hacker'],2,Tech,"['Student Government', 'Coding Club']",Data Analyst Intern
Alexander,Martin,Alexander Martin,3.6,Finance,"['Investment Analysis', 'Accounting']","['Cloud Computing', 'Network Security', 'Java']",['AWS Certified'],0,Government,"['Research Assistant', 'Finance Club']",Cybersecurity Intern
Evelyn,Jackson,Evelyn Jackson,3.18,Cybersecurity,"['Ethical Hacking', 'Network Security']","['Risk Management', 'Financial Analysis', 'Machine Learning']",['CFA Level 1'],1,Government,"['Hackathons', 'Research Assistant']",Data Analyst Intern
Benjamin,Thompson,Benjamin Thompson,3.6,Data Analytics,"['Big Data', 'Data Visualization']","['Machine Learning', 'Java', 'Financial Analysis']",['PMP'],2,Government,"['Research Assistant', 'Hackathons']",Data Analyst Intern
Abigail,White,Abigail White,3.92,Data Analytics,"['Python for Data Science', 'Data Visualization']","['Data Analysis', 'Machine Learning', 'C++']",['Google Data Analytics'],0,Government,"['Finance Club', 'Research Assistant']",Data Analyst Intern
Liam,Smith,Liam Smith,3.06,Computer Science,"['Machine Learning', 'Algorithms']","['Financial Analysis', 'C++', 'Cloud Computing']",['Google Data Analytics'],3,Government,"['Coding Club', 'Student Government']",Financial Analyst Intern
Emma,Johnson,Emma Johnson,3.59,Data Analytics,"['Statistics', 'Python for Data Science']","['Cloud Computing', 'Network Security', 'Python']",['Google Data Analytics'],1,Government,"['Research Assistant', 'Student Government']",Cybersecurity Intern
Noah,Brown,Noah Brown,3.9,Software Engineering,"['Databases', 'Software Development']","['Risk Management', 'Network Security', 'Java']",['PMP'],1,Education,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Olivia,Williams,Olivia Williams,2.81,Cybersecurity,"['Cyber Law', 'Ethical Hacking']","['Python', 'Cloud Computing', 'Java']",['CFA Level 1'],3,Finance,"['Coding Club', 'Student Government']",Software Engineering Intern
Aiden,Jones,Aiden Jones,3.97,Computer Science,"['Operating Systems', 'Data Structures']","['Network Security', 'Financial Analysis', 'Python']",['Google Data Analytics'],3,Finance,"['Coding Club', 'Finance Club']",Cybersecurity Intern
Sophia,Miller,Sophia Miller,2.53,Cybersecurity,"['Network Security', 'Cyber Law']","['SQL', 'Java', 'Cloud Computing']",['PMP'],0,Finance,"['Student Government', 'Finance Club']",Software Engineering Intern
Jackson,Davis,Jackson Davis,2.65,Computer Science,"['Machine Learning', 'Operating Systems']","['SQL', 'Risk Management', 'Network Security']",['Google Data Analytics'],0,Tech,"['Student Government', 'Research Assistant']",Cybersecurity Intern
Ava,Garcia,Ava Garcia,3.44,Software Engineering,"['DevOps', 'Cloud Computing']","['Python', 'Cloud Computing', 'SQL']",['Certified Ethical Hacker'],3,Tech,"['Student Government', 'Hackathons']",Software Engineering Intern
Lucas,Rodriguez,Lucas Rodriguez,3.24,Software Engineering,"['Cloud Computing', 'Databases']","['Python', 'Machine Learning', 'Financial Analysis']",['Certified Ethical Hacker'],3,Education,"['Research Assistant', 'Student Government']",Data Analyst Intern
